device,date,predicted_P_mean,predicted_P_std,predicted_P_q05,predicted_P_q95,actual_P,C_mean,F_mean
A1,2025-05-18,115.21334962264787,6.509345498055975,104.71374869622404,125.36386552385683,105.07609685778,118.5203400736372,2.897075548285693
A1,2025-05-19,114.22775873189988,6.613039283299209,103.99261317587263,125.16738833451556,104.582404912841,118.48533602279055,3.245845817469308
A1,2025-05-20,114.44809874588711,6.934668817506493,103.64548585583908,124.35645346980382,104.1903857629635,118.45080566146477,3.6064923579432118
A1,2025-05-21,114.99668181556358,6.755878997643991,103.4255065814308,125.1687719779937,103.626094352036,118.40896773728866,3.96089694316293
A1,2025-05-22,112.80599765334209,6.616714169974043,102.08662802777755,122.96941916691668,103.482758488464,118.3715151247912,4.311305915359727
A1,2025-05-23,115.65226452545441,6.1116979279477475,106.08964507867678,125.08098757221386,103.6055207656915,118.33547252215612,4.662683595316542
A1,2025-05-24,114.67646206668982,6.480893097500933,103.64074106193237,124.73797070770813,103.1836025807455,118.30144094081115,5.012397748792206
A1,2025-05-25,113.84219738457222,5.9053468375523614,104.67397706200502,123.80160941474482,102.643170450421,118.26440591790075,5.3787448621886975
A1,2025-05-26,114.6651861571573,6.311910942815413,106.03451118936813,125.414163967614,102.0967311588685,118.228556674715,5.7282174507150065
A1,2025-05-27,113.19646392600961,6.045635135685581,104.44091619172548,123.2873991721904,101.8077409308015,118.19345099149432,6.100682211318769
A1,2025-05-28,114.66077212383261,6.187865198134639,103.28594244003598,124.37073088676503,101.591572758397,118.1568800881183,6.456026484868292
A1,2025-05-29,113.69890743730404,6.7233616236491285,101.93549515919686,125.04957941235617,101.2265992700635,118.12083415639707,6.821366303409101
A1,2025-05-30,112.94337151657567,6.120402372039081,103.0991127831662,122.08000735785245,100.843913575462,118.08523407419402,7.188826177817878
A1,2025-05-31,112.81861122212236,6.126757042006374,103.54338022344778,122.49659217610974,100.486446074438,118.05045240501165,7.57060157540582
A1,2025-06-01,112.73159790208662,6.823830803854565,100.54875384386371,125.05918940435546,99.67857461330956,118.01443563582181,7.926218550807611
A1,2025-06-02,113.30407059542564,6.816952707760292,103.39801713836229,123.82357313871887,99.75554685291476,117.98016970415796,8.293860451764646
A1,2025-06-03,113.0530881439298,6.225312490166207,103.06671999410545,122.28075622296846,99.0777810492427,117.94336159486697,8.652521922306544
A1,2025-06-04,113.78962867269553,5.940463616470094,105.56049315408123,123.59979147556936,100.8976280893925,117.90967780538938,9.013630889045272
A1,2025-06-05,111.9734340752389,6.869584262804321,101.70349169735786,123.80981928061972,100.587824906398,117.87338722728309,9.358208177614717
A1,2025-06-06,112.26947289736219,6.672320921348056,101.1641232409008,122.10561917053388,100.93879908495146,117.83755876797755,9.705239630024902
A1,2025-06-07,113.27555383904638,6.103392398827521,103.84047368044202,123.67025058349438,100.4831441206666,117.80118194054215,10.064324688544168
A1,2025-06-08,113.04901071120314,7.355123100192484,101.92112757147075,126.13988868106911,103.446653846301,117.76555217825336,10.426045983407075
A1,2025-06-09,111.32079949335316,6.335175813359361,101.69457335066527,121.6433993253829,100.265544704322,117.72766420010313,10.789966720255315
A1,2025-06-10,111.72033056262433,6.33054802812977,100.64785597047316,122.15323012119646,,117.69556285963458,11.140088831770008
A1,2025-06-11,111.45428931375301,5.956428221461216,101.7157625947086,120.3512484608749,97.0100291606505,117.66184985282304,11.51302616619584
A1,2025-06-12,112.01436132624538,6.113477476000116,102.80546840085215,122.0851158521849,99.5849859464527,117.6274389018361,11.872290185306799
A1,2025-06-13,112.09332290222098,5.925276137168871,101.68578504478404,121.35305218244332,97.6775224473685,117.59098151945942,12.234347463559525
A1,2025-06-14,112.40929552329804,7.5631543505513905,101.22945849316744,124.58002482081895,101.228022558886,117.55397314717473,12.592964351989668
A1,2025-06-15,111.50415613824256,6.774384034549256,101.55354588676956,122.69281912975238,98.9780884714257,117.51566854371355,12.96353732600588
A1,2025-06-16,111.8547525707011,7.2740558088410445,100.1959005892456,123.24574400680753,97.9716789679775,117.48100110730792,13.331661934953015
A1,2025-06-17,111.0746963939145,7.159962430015106,99.74578857202515,123.86271507126308,99.86339272026557,117.447910382104,13.69433167728225
A1,2025-06-18,111.10312532842929,6.314444752315359,101.12341245924416,122.33763018318832,101.6102550662315,117.4110623159891,14.044111082482889
A1,2025-06-19,111.54004950604057,5.874530784582536,101.41103772888695,120.69469601438011,97.7337108127467,117.37803943264721,14.39070008039107
A1,2025-06-20,110.71999112001077,6.252219840369755,99.90451238098787,119.4363539817038,100.33354819718264,117.34336643825041,14.764586836116173
A1,2025-06-21,110.48323685630608,5.46483473809454,101.92964442020354,120.34762460460647,99.6810888533308,117.30826235073619,15.131012289006055
A1,2025-06-22,111.18605010251088,6.590673557605129,101.21231635070095,123.12530544717143,98.73931159785346,117.2733301048816,15.496747270942949
A1,2025-06-23,110.93213947719514,6.800536112082631,100.41481527982053,121.59171615375772,97.72029393176004,117.24014631947877,15.848576652607614
A1,2025-06-24,111.39660558988997,7.298284663804816,99.30355388592717,122.62361942249186,98.8420117503246,117.20299697212604,16.20858079741892
