scenario_id,scenario_type,purchase_factor,medium_factor,major_factor,purchase_cost,medium_cost,major_cost,optimal_factory_annual_cost,original_plan_annual_cost,absolute_regret,relative_regret,original_plan_near_optimal_5pct,replacement_rate_per_year,medium_maintenances_per_year,major_maintenances_per_year,average_median_lifetime_years,fixed_policy_devices,threshold_policy_devices,state_policy_devices
purchase_maintenance_1.50_1.30,购置价×维护价,1.5,1.3,1.3,450.0,3.9000000000000004,15.600000000000001,2179.0855193289053,2179.3849078360763,0.2993885071709883,0.0001373918116179264,True,4.147040550377261,75.58384841576648,1.1628373613877443,3.8559890485968515,0,0,10
purchase_maintenance_1.50_1.40,购置价×维护价,1.5,1.4,1.4,450.0,4.199999999999999,16.799999999999997,2203.1560786873006,2203.4362583397706,0.28017965246999665,0.00012717194899643025,True,4.147040550377261,75.58384841576648,1.1628373613877443,3.8559890485968515,0,0,10
purchase_maintenance_1.50_1.50,购置价×维护价,1.5,1.5,1.5,450.0,4.5,18.0,2227.226638045696,2227.487608843465,0.260970797769005,0.00011717298693858864,True,4.147040550377261,75.58384841576648,1.1628373613877443,3.8559890485968515,0,0,10
medium_major_0.50_0.50,中维护价×大维护价,1.0,0.5,0.5,300.0,1.5,6.0,1360.5985242881634,1364.7349867105045,4.136462422341083,0.003040178530625111,True,4.1050354642030324,82.09051083005414,0.992019797028744,3.8666666666666667,0,0,10
medium_major_0.50_0.60,中维护价×大维护价,1.0,0.5,0.6,300.0,1.5,7.199999999999999,1361.7889480445979,1366.133635908681,4.344687864083198,0.0031904267326605677,True,4.1050354642030324,82.09051083005414,0.992019797028744,3.8666666666666667,0,0,10
medium_major_0.50_0.70,中维护价×大维护价,1.0,0.5,0.7,300.0,1.5,8.399999999999999,1362.9793718010324,1367.5322851068577,4.552913305825314,0.003340412481671768,True,4.1050354642030324,82.09051083005414,0.992019797028744,3.8666666666666667,0,0,10
medium_major_0.50_0.80,中维护价×大维护价,1.0,0.5,0.8,300.0,1.5,9.600000000000001,1363.9216893467715,1368.9309343050343,5.009244958262798,0.0036726778358234743,True,4.100800077867914,86.09909998540383,0.47218916753033385,3.92580424366872,0,0,10
medium_major_0.50_0.90,中维护价×大维护价,1.0,0.5,0.9,300.0,1.5,10.8,1364.4883163478078,1370.3295835032109,5.841267155403102,0.004280921342762281,True,4.100800077867914,86.09909998540383,0.47218916753033385,3.92580424366872,0,0,10
medium_major_0.50_1.00,中维护价×大维护价,1.0,0.5,1.0,300.0,1.5,12.0,1365.054943348844,1371.7282327013875,6.6732893525434065,0.004888659892452422,True,4.100800077867914,86.09909998540383,0.47218916753033385,3.92580424366872,0,0,10
medium_major_0.50_1.10,中维护价×大维护价,1.0,0.5,1.1,300.0,1.5,13.200000000000001,1365.6215703498806,1373.1268818995643,7.505311549683711,0.0054958941134481375,True,4.100800077867914,86.09909998540383,0.47218916753033385,3.92580424366872,0,0,10
